"","OSHPD_NUM","X1.x","Procedure Description","CPT_CODE_OR_OTHER","Top_25_Avg","Hospital_Name.x","X1.y","Hospital_Name.y","Freq","Full_Address","Address","City","State","Zip Code"
"60",90933,1485,"Physical Therapy, Therapeutic Exercise","97110",198.55,"MARSHALL MEDICAL CENTER",150,"MARSHALL MEDICAL CENTER",56,"1100 Marshall Way, Placerville, CA","1100 Marshall Way","Placerville","CA",95667
"61",190232,2553,"ADJUNCTIVE THERAPY GROUP",NA,154.2,"Del Amo Hospital",69,"Del Amo Hospital",67,"23700 Camino Del Sol, Torrance, CA","23700 Camino Del Sol","Torrance","CA",90505
"62",190232,2545,"IOP MULTI/FAMILY GROUP",NA,110,"Del Amo Hospital",69,"Del Amo Hospital",67,"23700 Camino Del Sol, Torrance, CA","23700 Camino Del Sol","Torrance","CA",90505
"63",190232,2544,"IOP INTERACTIVE GROUP THERAPY",NA,110,"Del Amo Hospital",69,"Del Amo Hospital",67,"23700 Camino Del Sol, Torrance, CA","23700 Camino Del Sol","Torrance","CA",90505
"64",190232,2549,"GROUP THERAPY",NA,150,"Del Amo Hospital",69,"Del Amo Hospital",67,"23700 Camino Del Sol, Torrance, CA","23700 Camino Del Sol","Torrance","CA",90505
"65",190232,2546,"IOP INDIVIDUAL PSYCH",NA,110,"Del Amo Hospital",69,"Del Amo Hospital",67,"23700 Camino Del Sol, Torrance, CA","23700 Camino Del Sol","Torrance","CA",90505
"66",190232,2547,"PSYCH EDUCATION GROUP",NA,150,"Del Amo Hospital",69,"Del Amo Hospital",67,"23700 Camino Del Sol, Torrance, CA","23700 Camino Del Sol","Torrance","CA",90505
"67",190232,2548,"ADJUNCTIVE THERAPY GROUP",NA,150,"Del Amo Hospital",69,"Del Amo Hospital",67,"23700 Camino Del Sol, Torrance, CA","23700 Camino Del Sol","Torrance","CA",90505
"68",190232,2550,"MPD COGNITIVE THERAPY GROUP",NA,154.2,"Del Amo Hospital",69,"Del Amo Hospital",67,"23700 Camino Del Sol, Torrance, CA","23700 Camino Del Sol","Torrance","CA",90505
"69",190232,2551,"MODULE GROUP",NA,154.2,"Del Amo Hospital",69,"Del Amo Hospital",67,"23700 Camino Del Sol, Torrance, CA","23700 Camino Del Sol","Torrance","CA",90505
"70",190232,2552,"TRAUMP GROUP",NA,154.2,"Del Amo Hospital",69,"Del Amo Hospital",67,"23700 Camino Del Sol, Torrance, CA","23700 Camino Del Sol","Torrance","CA",90505
"71",190434,3463,"Emergency Room Visit, Level 2 (low to moderate severity)","99282",942,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"72",190434,3465,"Emergency Room Visit, Level 4 (high severity)","99284",3067,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"73",190434,3468,"Basic Metabolic Panel","80048",289,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"74",190434,3490,"X-Ray, Chest, two views","71046",496,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"75",190434,3464,"Emergency Room Visit, Level 3 (moderate severity)","99283",1513,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"76",190434,3488,"Ultrasound, OB, 14 weeks or more, transabdominal","76805",1106,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"77",190434,3489,"X-Ray, Lower Back, four views","72110",1024,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"78",190434,3504,"Colonoscopy, diagnostic","45378",3719.82,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"79",190434,3493,"Echocardiography, complete","93307",2313,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"80",190434,3495,"Inhalation Treatment, pressurized or nonpressurized","94640",322,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"81",190434,3500,"Arthroscopy, Knee, with meniscectomy (medial or lateral)","29881",26935.31,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"82",190434,3480,"Urinalysis, with microscopy","81000",50,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"83",190434,3483,"CT Scan, Head or Brain, without contrast","70450",3836,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"84",190434,3485,"SCREENING MAMMOGRAPHY BI 2-VIEW BREAST INC CAD","77067",688,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"85",190434,3470,"Complete Blood Count, automated","85027",119,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"86",190434,3471,"Complete Blood Count, with differential WBC, automated","85025",140,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"87",190434,3472,"Comprehensive Metabolic Panel","80053",389,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"88",190434,3469,"Blood Gas Analysis, including 02 saturation","82805",479,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"89",190434,3474,"Lipid Panel","80061",192,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"90",190434,3477,"Thyroid Stimulating Hormone","84443",233,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"91",190434,3478,"Troponin, Quantitative","84484",200,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"92",190434,3473,"Creatine Kinase (CK), (CPK), Total","82550",130,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"93",190434,3511,"Hernia Repair, Inguinal, 5 years and older","49505",18238.37,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"94",190434,3512,"Injection, Diagnostic or Therapeutic substance, epidural","62311",4352,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"95",190434,3516,"Tonsillectomy with Adenoidectomy, less than 12 years old","42820",18376.29,"Kaiser Foundation Hospital- West LA",122,"Kaiser Foundation Hospital- West LA",56,"6041 Cadillac Ave, Los Angeles, CA","6041 Cadillac Ave","Los Angeles","CA",90034
"96",191230,5627,"Emergency Room Visit, Level 4 (high severity)","99284",5675,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
"97",191230,5628,"Outpatient Visit, established patient, 15 minutes","99213",704,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
"98",191230,5642,"Urinalysis, with microscopy","81001",375,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
"99",191230,5644,"CT Scan, Abdomen, with contrast","74160",13280,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
"100",191230,5645,"CT Scan, Head or Brain, without contrast","70450",11171,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
"101",191230,5630,"Basic Metabolic Panel","80048",1055,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
"102",191230,5632,"Complete Blood Count, automated","85027",542,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
"103",191230,5633,"Complete Blood Count, with differential WBC, automated","85025",559,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
"104",191230,5634,"Comprehensive Metabolic Panel","80053",1109,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
"105",191230,5635,"Creatine Kinase (CK), (CPK), Total","82550",149,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
"106",191230,5636,"Lipid Panel","80061",321,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
"107",191230,5637,"Partial Thromboplastin Time","85730",530,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
"108",191230,5638,"Prothrombin Time","85610",803,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
"109",191230,5639,"Thyroid Stimulating Hormone","84443",103.75,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
"110",191230,5640,"Troponin, Quantitative","84484",1201,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
"111",191230,5625,"Emergency Room Visit, Level 2 (low to moderate severity)","99282",3817,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
"112",191230,5626,"Emergency Room Visit, Level 3 (moderate severity)","99283",4976,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
"113",191230,5660,"Physical Therapy, Therapeutic Exercise","97110",484,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
"114",191230,5648,"MRI, Head or Brain, without contrast, followed by contrast","70553",21215,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
"115",191230,5649,"Ultrasound, Abdomen, Complete","76700",5790,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",151,"MARTIN LUTHER KING JR, COMMUNITY HOSPITAL",55,"1680 E 120th St, Los Angeles, CA","1680 E 120th St","Los Angeles","CA",90059
